platform,post_type,post_length,views,likes,comments,shares,engagement_rate,length category,total_interactions
Facebook,Text,52,8213,564,67,17,0.078899305978327,Medium,648
Twitter,Image,22,65815,4245,547,305,0.0774443515915824,Short,5097
Instagram,Image,98,187371,4461,444,118,0.0268077770839671,Long,5023
Instagram,Image,100,172708,8168,475,960,0.0556025198601107,Long,9603
Twitter,Video,108,65948,5719,845,481,0.1068265906471765,Long,7045
Twitter,Text,91,77066,7511,510,689,0.1130200088236057,Long,8710
Facebook,Video,15,50128,3503,361,412,0.0853016278327481,Short,4276
Instagram,Video,66,54504,5067,518,618,0.113808160868927,Medium,6203
Twitter,Image,88,72500,1586,115,59,0.0242758620689655,Long,1760
Instagram,Text,23,57340,5605,840,316,0.1179107080572026,Short,6761
Twitter,Text,104,131222,1707,130,73,0.0145554861227538,Long,1910
Twitter,Image,94,36070,2072,345,55,0.068533407263654,Long,2472
Instagram,Text,78,78285,2833,247,254,0.0425879798173341,Medium,3334
Twitter,Image,28,199454,16604,1545,871,0.0953603337110311,Short,19020
Twitter,Video,17,125405,3709,376,148,0.0337546349826561,Short,4233
Facebook,Video,50,148948,1644,119,141,0.0127829846657894,Medium,1904
Twitter,Image,57,184748,8741,1006,895,0.0576027886634767,Medium,10642
Twitter,Video,102,20262,319,19,38,0.0185569045503898,Long,376
Twitter,Video,33,104409,3770,430,83,0.0410213678897413,Short,4283
Facebook,Image,40,219622,14920,1506,1319,0.0807979164200307,Medium,17745
Instagram,Video,75,160126,5848,589,319,0.0421917739779923,Medium,6756
Facebook,Text,119,229563,7373,1099,1097,0.0416835465645596,Long,9569
Facebook,Video,98,157123,3770,623,152,0.0289263825156087,Long,4545
Instagram,Image,21,40587,899,92,69,0.026116736886195,Short,1060
Facebook,Text,52,131595,7543,673,1102,0.0708081614043086,Medium,9318
Instagram,Text,81,60131,4289,532,204,0.0835675441951738,Long,5025
Facebook,Video,28,96019,4872,819,608,0.0656015996833959,Short,6299
Instagram,Text,58,180862,3820,560,197,0.0253065873428359,Medium,4577
Twitter,Image,99,44018,3006,167,89,0.074106047526012,Long,3262
Facebook,Text,95,230502,13862,1691,354,0.0690102471995904,Long,15907
Facebook,Video,118,120177,5325,1057,763,0.0594539720578812,Long,7145
Facebook,Video,89,195064,7744,797,369,0.0456773161629003,Long,8910
Facebook,Text,112,229450,6076,705,352,0.0310873828720854,Long,7133
Twitter,Image,5,187912,4353,405,634,0.0286942824300736,Short,5392
Facebook,Image,83,88184,3570,445,376,0.0497936133538964,Long,4391
Twitter,Video,71,99292,1364,101,113,0.0158925190347661,Medium,1578
Twitter,Video,10,46561,2295,199,175,0.0573226520048968,Short,2669
Twitter,Image,82,118981,7631,1196,200,0.0758692564359015,Long,9027
Twitter,Text,59,143142,13562,959,1750,0.1136703413393692,Medium,16271
Instagram,Text,42,175097,11613,2193,1382,0.0867404924127769,Medium,15188
Instagram,Text,37,38779,2565,246,81,0.0745764460145955,Short,2892
Facebook,Text,106,150688,6584,897,434,0.0525257485665746,Long,7915
Instagram,Image,12,100909,2219,218,299,0.0271135379401242,Short,2736
Instagram,Video,94,122715,6163,750,312,0.0588762579961699,Long,7225
Facebook,Video,83,103477,6610,1226,657,0.0820762101723088,Long,8493
Facebook,Text,82,104688,7868,474,656,0.0859506342656273,Long,8998
Facebook,Image,116,120016,10123,1806,1279,0.1100519930675909,Long,13208
Instagram,Image,24,136869,4521,604,111,0.0382555582345162,Short,5236
Instagram,Text,59,175961,5579,835,703,0.04044646256841,Medium,7117
Facebook,Text,52,198462,12081,705,454,0.0667130231480081,Medium,13240
Twitter,Text,87,146666,8938,1467,196,0.0722798739994272,Long,10601
Facebook,Video,60,50754,1503,103,146,0.0345194467431138,Medium,1752
Twitter,Text,101,55639,3498,681,187,0.0784701378529448,Long,4366
Twitter,Video,104,14669,603,102,67,0.0526279910014315,Long,772
Facebook,Image,92,132239,8931,1106,724,0.0813753885011229,Long,10761
Facebook,Image,14,87509,3167,597,312,0.0465780662560422,Short,4076
Facebook,Video,56,155157,9822,740,1077,0.07501434031336,Medium,11639
Instagram,Video,54,33787,2674,531,375,0.1059579128067008,Medium,3580
Twitter,Video,38,26051,2558,402,324,0.1260604199454915,Short,3284
Instagram,Video,40,191638,17629,1141,1487,0.1057045053694987,Medium,20257
Instagram,Text,115,55615,3076,401,236,0.0667625640564595,Long,3713
Facebook,Image,65,211162,11392,1784,1197,0.0680662240365217,Medium,14373
Instagram,Text,104,188334,9302,1320,1073,0.0620971253199103,Long,11695
Facebook,Video,20,249807,3121,354,132,0.0144391470215006,Short,3607
Twitter,Text,83,170711,4256,371,103,0.027707646255953,Long,4730
Facebook,Text,22,212962,3264,279,258,0.0178482546181947,Short,3801
Instagram,Image,75,124123,9020,1705,297,0.0887990138813918,Medium,11022
Instagram,Text,51,22945,1082,92,60,0.0537807801263891,Medium,1234
Facebook,Image,90,223851,3523,684,338,0.0203036841470442,Long,4545
Facebook,Video,36,117135,8451,689,335,0.0808895718615273,Short,9475
Instagram,Text,47,257565,17514,1885,415,0.0769281540581989,Medium,19814
Twitter,Video,87,190036,14214,736,1309,0.0855574733208444,Long,16259
Twitter,Image,44,157299,10064,1866,811,0.0809986077470295,Medium,12741
Facebook,Video,69,227356,5578,366,333,0.0276086841781171,Medium,6277
Twitter,Video,39,84494,1311,135,106,0.0183681681539517,Short,1552
Instagram,Image,73,58168,4859,857,528,0.1073442442580112,Medium,6244
Facebook,Video,54,79086,2326,392,79,0.0353665629820701,Medium,2797
Instagram,Video,16,126915,7466,1315,397,0.0723161170862388,Short,9178
Instagram,Video,80,36772,1973,369,243,0.0702980528663113,Long,2585
Twitter,Text,89,141794,13171,2458,1410,0.1201672849344824,Long,17039
Facebook,Video,62,184214,11001,1821,600,0.0728609117656638,Medium,13422
Facebook,Image,87,70656,4394,603,315,0.0751811594202898,Long,5312
Twitter,Text,67,97625,3783,507,134,0.0453162612035851,Medium,4424
Instagram,Text,77,91884,8846,459,468,0.1063623699447129,Medium,9773
Instagram,Image,111,122129,7952,1259,1028,0.083837581573582,Long,10239
Instagram,Video,53,141949,1483,124,114,0.0121240727303468,Medium,1721
Instagram,Text,116,286048,17176,2993,1773,0.0767074057500839,Long,21942
Facebook,Text,40,89328,3818,508,155,0.0501634425935876,Medium,4481
Facebook,Text,110,225645,2908,576,127,0.0160030135832834,Long,3611
Twitter,Video,58,82195,4014,327,571,0.0597603260538962,Medium,4912
Twitter,Text,51,162756,12958,2054,1676,0.1025338543586718,Medium,16688
Facebook,Image,119,69500,3846,508,472,0.0694388489208633,Long,4826
Facebook,Video,36,37902,2560,485,160,0.084560181520764,Short,3205
Instagram,Image,103,128574,8688,781,809,0.0799384012319753,Long,10278
Instagram,Image,99,236620,16656,981,1399,0.0804496661313498,Long,19036
Twitter,Text,57,37571,1686,221,243,0.0572249873572702,Medium,2150
Facebook,Text,36,72447,3136,402,160,0.0510442116305713,Short,3698
Twitter,Text,66,78752,820,79,117,0.0129012596505485,Medium,1016
Facebook,Image,41,201016,4800,950,537,0.0312761173239941,Medium,6287
Instagram,Video,100,222585,21273,1286,1569,0.1083990385695352,Long,24128
Twitter,Text,111,177010,15190,2057,829,0.1021185243771538,Long,18076
Twitter,Text,105,59203,2057,183,243,0.0419404422073205,Long,2483
Facebook,Image,107,60805,2803,140,355,0.0542389606117917,Long,3298
Instagram,Video,42,242039,22895,4537,1522,0.1196253496337367,Medium,28954
Twitter,Image,34,74649,2429,296,102,0.0378705675896529,Short,2827
Instagram,Text,62,45910,2659,474,223,0.0730995425833151,Medium,3356
Twitter,Image,36,155833,1867,328,151,0.0150545776568506,Short,2346
Instagram,Text,113,292136,19215,3301,2196,0.0845907385601226,Long,24712
Facebook,Video,70,213386,19995,2376,2929,0.1185644793941495,Medium,25300
Twitter,Image,55,89521,8023,1479,714,0.1141184749946939,Medium,10216
Twitter,Text,15,57448,3169,333,364,0.0672956412755883,Short,3866
Instagram,Text,63,74903,5128,570,336,0.0805575210605716,Medium,6034
Instagram,Text,24,277930,17032,1504,1668,0.0726945633792681,Short,20204
Twitter,Text,41,113316,1816,212,63,0.0184528221963359,Medium,2091
Facebook,Image,77,45706,1109,219,139,0.0320964424801995,Medium,1467
Instagram,Text,106,238354,23059,3135,1493,0.116159158226839,Long,27687
Instagram,Image,53,282755,9341,1631,284,0.0398083146186628,Medium,11256
Instagram,Text,23,271634,12114,1084,1802,0.0552213640413203,Short,15000
Twitter,Image,59,52004,2902,561,398,0.0742442889008537,Medium,3861
Twitter,Image,44,193706,19006,987,867,0.1076889719471776,Medium,20860
Twitter,Text,11,98849,7126,1350,478,0.0905826057926736,Short,8954
Twitter,Text,9,131213,8747,1615,1240,0.0884211168100721,Short,11602
Facebook,Text,115,140449,8033,482,992,0.0676900511929597,Long,9507
Facebook,Text,46,12903,942,132,129,0.0932341315973029,Medium,1203
Twitter,Video,92,147639,10299,1728,959,0.0879577889311089,Long,12986
Facebook,Text,52,222493,20303,2244,1047,0.1060437856471889,Medium,23594
Instagram,Text,109,261477,15365,979,760,0.0654130191183163,Long,17104
Instagram,Text,11,258874,12409,2164,1096,0.0605275153163315,Short,15669
Instagram,Image,15,293750,24276,2912,3401,0.1041327659574468,Short,30589
Twitter,Text,77,125116,10257,917,1047,0.0976773554141756,Medium,12221
Instagram,Image,53,138332,3497,212,85,0.0274267703785096,Medium,3794
Facebook,Image,34,164339,5145,751,477,0.0387795958354377,Short,6373
Twitter,Image,45,191441,18431,1038,1826,0.11123531531908,Medium,21295
Facebook,Image,7,184132,9201,1551,879,0.0631666413225294,Short,11631
Instagram,Video,90,21833,1239,205,136,0.0723675170613291,Long,1580
Instagram,Text,44,120256,4559,448,265,0.043839808408728,Medium,5272
Instagram,Image,55,8498,452,54,17,0.0615438926806307,Medium,523
Twitter,Text,88,127740,9823,1477,1154,0.0974949115390637,Long,12454
Facebook,Image,36,199382,10649,2064,484,0.0661895256342097,Short,13197
Twitter,Video,52,179801,6891,882,240,0.0445659367856686,Medium,8013
Twitter,Image,75,12518,233,46,15,0.0234861799009426,Medium,294
Instagram,Text,75,214109,20028,1978,2568,0.1147733163949203,Medium,24574
Twitter,Text,24,24254,2145,276,65,0.1024985569390616,Short,2486
Twitter,Video,93,83438,6777,456,307,0.0903664996764064,Long,7540
Instagram,Text,113,235093,17036,2273,1393,0.0880587682321464,Long,20702
Twitter,Text,39,158617,8945,1166,513,0.0669789492929509,Short,10624
Instagram,Image,112,216978,19694,3492,2241,0.1171869959166367,Long,25427
Instagram,Text,28,265966,21610,4310,2328,0.1062090643164915,Short,28248
Instagram,Image,44,258442,21564,4268,2793,0.1107598610133027,Medium,28625
Instagram,Video,81,182793,6920,591,321,0.042846279671541,Long,7832
Twitter,Text,56,61829,2974,299,310,0.0579501528408999,Medium,3583
Instagram,Image,116,112399,8273,754,998,0.0891911849749552,Long,10025
Instagram,Text,43,14642,635,50,17,0.0479442699084824,Medium,702
Twitter,Image,72,85375,4649,337,115,0.0597481698389458,Medium,5101
Twitter,Video,65,91217,6219,788,576,0.0831314338336055,Medium,7583
Facebook,Image,80,198605,9810,1774,945,0.0630850180005538,Long,12529
Twitter,Text,85,131412,10693,1480,759,0.0984080601467141,Long,12932
Twitter,Image,69,186454,3815,690,94,0.0246656011670438,Medium,4599
Facebook,Text,66,167371,12490,2422,902,0.0944847076255743,Medium,15814
Twitter,Video,85,168107,3878,416,401,0.0279286406871813,Long,4695
Twitter,Image,6,117020,11047,1937,1228,0.1214493249017262,Short,14212
Twitter,Text,10,121937,4665,269,392,0.0436782928889508,Short,5326
Twitter,Text,112,156655,12781,1561,1127,0.0987456512719032,Long,15469
Facebook,Text,79,25105,1429,150,153,0.068990240987851,Medium,1732
Twitter,Image,47,15736,286,23,22,0.0210345704117946,Medium,331
Twitter,Image,86,44281,2764,319,149,0.0729884148957792,Long,3232
Facebook,Image,44,82351,7584,883,371,0.1073211011402411,Medium,8838
Instagram,Video,93,94932,2292,392,270,0.0311170100703661,Long,2954
Facebook,Text,43,158384,6163,1111,513,0.0491653197292655,Medium,7787
Instagram,Text,32,178740,8851,1314,895,0.0618775875573458,Short,11060
Facebook,Video,114,58652,2038,295,165,0.0425901930027961,Long,2498
Facebook,Video,84,134030,12724,846,1608,0.1132433037379691,Long,15178
Twitter,Image,67,13718,603,82,51,0.0536521358798658,Medium,736
Instagram,Image,68,101219,7006,638,1040,0.0857941690789278,Medium,8684
Twitter,Image,16,123727,3730,351,192,0.0345357116878288,Short,4273
Instagram,Image,45,246198,7330,470,278,0.0328109895287532,Medium,8078
Facebook,Image,33,178069,4598,668,315,0.0313417832413278,Short,5581
Facebook,Image,27,165500,8131,1118,1133,0.0627311178247734,Short,10382
Instagram,Video,89,238367,13815,1147,1807,0.0703495030771877,Long,16769
Twitter,Video,84,191894,2104,188,109,0.012512116064077,Long,2401
Twitter,Video,55,159562,13556,2249,1327,0.1073689224251388,Medium,17132
Twitter,Text,116,183281,10290,1738,993,0.0710439161724346,Long,13021
Twitter,Text,109,49351,1191,147,69,0.0285100605864116,Long,1407
Facebook,Image,49,44001,706,51,35,0.0179995909183882,Medium,792
Facebook,Video,94,179928,2822,164,199,0.0177015250544662,Long,3185
Facebook,Text,105,128050,4249,385,520,0.040249902381882,Long,5154
Facebook,Text,26,19410,1066,170,47,0.0660999484801648,Short,1283
Facebook,Video,119,55685,4868,682,379,0.1064739157762413,Long,5929
Twitter,Text,14,168458,15374,2424,1270,0.1131914186325374,Short,19068
Twitter,Text,11,123317,10470,1264,1487,0.1072114955764412,Short,13221
Twitter,Video,77,91547,3622,591,215,0.0483685975509847,Medium,4428
Twitter,Text,93,158358,5952,726,134,0.043016456383637,Long,6812
Facebook,Video,114,145463,14382,900,1584,0.11594701058001,Long,16866
Facebook,Text,19,29999,2139,132,252,0.0841028034267808,Short,2523
Facebook,Video,81,136090,5095,890,567,0.0481446101844367,Long,6552
Instagram,Text,110,17952,711,102,78,0.0496323529411764,Long,891
Twitter,Text,50,152354,7483,687,619,0.057688016067842,Medium,8789
Twitter,Video,94,89995,5936,970,133,0.0782154564142452,Long,7039
Facebook,Text,89,103351,9386,660,1078,0.1076332110961674,Long,11124
Twitter,Video,91,187426,5219,766,739,0.0358754921942526,Long,6724
Twitter,Video,65,19942,350,69,14,0.0217129676060575,Medium,433
Facebook,Text,112,195010,9071,657,261,0.0512230142043997,Long,9989
Instagram,Image,96,6722,215,15,11,0.0358524248735495,Long,241
Instagram,Text,65,265769,16435,1975,2144,0.0773378384988467,Medium,20554
Instagram,Image,55,71219,5193,760,175,0.0860444544292955,Medium,6128
Facebook,Image,42,110775,4205,226,475,0.0442879711126156,Medium,4906
Twitter,Text,16,151466,10858,1356,306,0.0826588145194301,Short,12520
Facebook,Image,92,192631,7875,491,191,0.0444217182073498,Long,8557
Facebook,Video,81,180777,12138,1046,1649,0.0820513671540074,Long,14833
Twitter,Video,108,159541,10685,1676,1284,0.0855266044465059,Long,13645
Instagram,Image,116,110747,3879,623,379,0.0440734286256061,Long,4881
Instagram,Video,70,10492,705,112,29,0.0806328631338162,Medium,846
Facebook,Text,58,150899,6682,399,375,0.0494105328729812,Medium,7456
Instagram,Video,43,121359,4888,821,128,0.048096968498422,Medium,5837
Facebook,Image,80,161564,5822,668,604,0.0439082964026639,Long,7094
Facebook,Text,43,202874,8339,1011,910,0.0505732622218717,Medium,10260
Twitter,Video,119,145941,11793,1332,736,0.0949767371746116,Long,13861
Twitter,Text,82,172854,5542,989,354,0.0398313027179006,Long,6885
Twitter,Image,34,154935,11059,1680,1125,0.0894826862877981,Short,13864
Facebook,Video,109,196059,17852,2231,2551,0.1154448405837018,Long,22634
Twitter,Text,118,177127,7357,1288,524,0.0517651176839217,Long,9169
Instagram,Text,111,209427,2650,452,223,0.0158766539175941,Long,3325
Instagram,Video,52,296280,3618,183,400,0.0141791548535169,Medium,4201
Facebook,Text,87,122829,2770,337,178,0.0267444984490633,Long,3285
Facebook,Text,35,17837,355,19,47,0.0236026237596008,Short,421
Twitter,Image,111,77592,6000,576,780,0.0948035879987627,Long,7356
Facebook,Image,118,134787,4924,839,530,0.0466884788592371,Long,6293
Facebook,Image,111,151347,10401,1992,934,0.0880559244649712,Long,13327
Instagram,Image,29,25191,348,30,51,0.0170298916279623,Short,429
Instagram,Image,72,247070,9046,481,1006,0.0426316428542518,Medium,10533
Twitter,Image,118,10894,338,37,35,0.0376353956306223,Long,410
Facebook,Video,55,87253,3046,305,408,0.0430816132396593,Medium,3759
Facebook,Image,17,87114,2366,358,218,0.0337718391992102,Short,2942
Instagram,Text,104,28321,1858,230,95,0.0770806115603262,Long,2183
Facebook,Video,67,111505,7765,852,294,0.0799156988475853,Medium,8911
Instagram,Text,46,29959,699,59,56,0.0271704663039487,Medium,814
Twitter,Image,58,143587,11013,1919,958,0.0967357769157375,Medium,13890
Instagram,Image,105,70196,2281,199,291,0.039475183771155,Long,2771
Facebook,Text,71,155515,5515,321,210,0.0388772787190946,Medium,6046
Twitter,Text,84,186622,15786,2126,1713,0.1051590916397852,Long,19625
Instagram,Text,94,173280,15786,1540,939,0.105407433056325,Long,18265
Instagram,Video,108,137855,11611,1821,1649,0.1093975554024155,Long,15081
Twitter,Image,60,80649,1879,116,152,0.026621532815038,Medium,2147
Twitter,Text,107,72921,7287,1420,735,0.1294825907488926,Long,9442
Instagram,Image,23,143054,10084,786,1053,0.0833461490066688,Short,11923
Facebook,Text,50,103887,5813,601,185,0.063520941022457,Medium,6599
Instagram,Image,19,244297,23436,2862,3065,0.1201938623888136,Short,29363
Twitter,Video,36,17316,1446,265,59,0.1022176022176022,Short,1770
Instagram,Image,53,125357,9057,1434,649,0.0888661981381175,Medium,11140
Twitter,Text,25,107364,9174,657,985,0.1007414030773816,Short,10816
Twitter,Image,69,4936,220,25,5,0.0506482982171799,Medium,250
Facebook,Video,74,80400,5756,756,549,0.0878233830845771,Medium,7061
Twitter,Video,31,76843,2086,323,152,0.0333276941295889,Short,2561
Twitter,Image,27,8709,861,116,24,0.1149385692961304,Short,1001
Facebook,Text,51,229462,14458,1714,1654,0.0776860656666463,Medium,17826
Twitter,Video,99,22707,1891,311,161,0.1040648258246355,Long,2363
Facebook,Video,16,42384,1977,210,117,0.0543601359003397,Short,2304
Facebook,Image,89,38187,2989,592,92,0.0961845654280252,Long,3673
Twitter,Video,70,68935,3092,594,281,0.0575469645318053,Medium,3967
Twitter,Video,9,44536,2810,438,167,0.0766795401472965,Short,3415
Instagram,Text,13,281389,22520,4107,3221,0.1060737981939592,Short,29848
